Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PKX,POSCO,59.89,19163757435,n/a,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/pkx
POST,"Post Holdings, Inc.",80.77,5352402632,n/a,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/post
POT,Potash Corporation of Saskatchewan Inc.,16.31,13700519960,n/a,1989,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/pot
PPG,"PPG Industries, Inc.",107.12,27443809143,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/ppg
PPX,"PPL Capital Funding, Inc.",25.8,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppx
PPL,PPL Corporation,38.76,26479854395,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppl
PYS,PPlus Trust,23.5353,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pys
PYT,PPlus Trust,20.77,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyt
PX,"Praxair, Inc.",129.72,37016112837,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/px
PDS,Precision Drilling Corporation,3.68,1079118997,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pds
APTS,"Preferred Apartment Communities, Inc.",14.98,418873156.8,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts
PBH,"Prestige Brand Holdings, Inc.",52.22,2764331236,n/a,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh
PVG,"Pretium Resources, Inc.",9.38,1695837655,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pvg
PRI,"Primerica, Inc.",76.55,3490839377,n/a,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri
PPP,Primero Mining Corp,0.5228,100291323.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ppp
PFG,Principal Financial Group Inc,63,18157740300,n/a,2001,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg
PGZ,Principal Real Estate Income Fund,17.66,121850468,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/pgz
PVTD,"PrivateBancorp, Inc.",25.61,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtd
PRA,ProAssurance Corporation,58.35,3115674572,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pra
PG,Procter & Gamble Company (The),86.19,2.20441E+11,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/pg
PGR,Progressive Corporation (The),39.98,23224462840,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pgr
PLD,"Prologis, Inc.",54.35,28822620250,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pld
PUMP,ProPetro Holding Corp.,12.57,1210363465,n/a,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/pump
PRO,"PROS Holdings, Inc.",25.98,816655969.5,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/pro
PBB,Prospect Capital Corporation,25.835,0,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/pbb
PB,"Prosperity Bancshares, Inc.",65,4516802030,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pb
PL^C,Protective Life Corporation,25.185,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^c
PL^E,Protective Life Corporation,25.26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^e
PRLB,"Proto Labs, Inc.",63.3,1677132297,n/a,2012,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/prlb
PFS,"Provident Financial Services, Inc",24.56,1629663843,n/a,2003,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pfs
PFK,"Prudential Financial, Inc.",25.5558,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfk
PJH,"Prudential Financial, Inc.",26.05,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pjh
PRH,"Prudential Financial, Inc.",25.88,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/prh
PRU,"Prudential Financial, Inc.",106.21,45564090000,n/a,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pru
GHY,"Prudential Global Short Duration High Yield Fund, Inc.",15.19,621633722,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/ghy
PUK,Prudential Public Limited Company,45.44,58641718916,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/puk
PUK^,Prudential Public Limited Company,26.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^
PUK^A,Prudential Public Limited Company,26.1326,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^a
ISD,"Prudential Short Duration High Yield Fund, Inc.",15.55,517142058.2,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/isd
PSB,"PS Business Parks, Inc.",121.25,3296361913,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psb
PSB^T,"PS Business Parks, Inc.",25.28,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^t
PSB^U,"PS Business Parks, Inc.",25.2749,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^u
PSB^V,"PS Business Parks, Inc.",25.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^v
PSB^W,"PS Business Parks, Inc.",23.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^w
TLK,"PT Telekomunikasi Indonesia, Tbk",33.16,32849031025,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tlk
PEG,Public Service Enterprise Group Incorporated,42.77,21636437345,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/peg
PSA,Public Storage,208.64,36271207324,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa
PSA^A,Public Storage,26.3146,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^a
PSA^B,Public Storage,25.4094,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^b
PSA^C,Public Storage,25.02,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^c
PSA^D,Public Storage,24.02,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^d
PSA^E,Public Storage,23.6,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^e
PSA^S,Public Storage,25.2462,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^s
PSA^T,Public Storage,25.21,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^t
PSA^U,Public Storage,25.16,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^u
PSA^V,Public Storage,25.04,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^v
PSA^W,Public Storage,25.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^w
PSA^X,Public Storage,25.17,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^x
PSA^Y,Public Storage,27.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^y
PSA^Z,Public Storage,26.96,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^z
PHM,"PulteGroup, Inc.",22.75,7177713543,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/phm
PSTG,"Pure Storage, Inc. ",11.38,2366070686,n/a,2015,Technology,Electronic Components,http://www.nasdaq.com/symbol/pstg
PCF,Putnam High Income Bond Fund,8.73,113289218.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcf
PMM,Putnam Managed Municipal Income Trust,7.42,399454364.4,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/pmm
PIM,Putnam Master Intermediate Income Trust,4.76,257799534.2,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/pim
PMO,Putnam Municipal Opportunities Trust,12.3,468807931.8,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/pmo
PPT,Putnam Premier Income Trust,5.18,555577382.8,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/ppt
PVH,PVH Corp.,100.19,7815365334,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pvh
PZN,Pzena Investment Management Inc,9.14,626291994,n/a,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/pzn
QTWO,"Q2 Holdings, Inc.",38.25,1566350008,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qtwo
QEP,"QEP Resources, Inc.",11.31,2720101473,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/qep
QTS,"QTS Realty Trust, Inc.",49.08,2357916378,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qts
QUAD,"Quad Graphics, Inc",24.13,1254417716,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/quad
KWR,Quaker Chemical Corporation,140.42,1866295119,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kwr
QCP,"Quality Care Properties, Inc.",17.54,1641700483,n/a,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qcp
NX,Quanex Building Products Corporation,20.15,693671266,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nx
PWR,"Quanta Services, Inc.",32.49,4812146079,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pwr
QTM,Quantum Corporation,8.48,288345058.4,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/qtm
DGX,Quest Diagnostics Incorporated,106.47,14567813221,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx
Q,"Quintiles IMS Holdings, Inc.",82.89,18239173126,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/q
QHC,Quorum Health Corporation,3.9,117792363,n/a,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/qhc
QUOT,Quotient Technology Inc.,10.6,957956057.8,n/a,2014,Consumer Services,Advertising,http://www.nasdaq.com/symbol/quot
CTAA,Qwest Corporation,26.6,0,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctaa
CTBB,Qwest Corporation,24.96,0,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctbb
CTDD,Qwest Corporation,25.05,0,n/a,2017,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctdd
CTU,Qwest Corporation,25.35,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctu
CTV,Qwest Corporation,25.63,0,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctv
CTW,Qwest Corporation,25.41,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctw
CTX,Qwest Corporation,25.33,3174345772,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx
CTY,Qwest Corporation,24.88,0,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cty
CTZ,Qwest Corporation,25.4,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctz
RRD,R.R. Donnelley & Sons Company,12.96,907200000,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RDN,Radian Group Inc.,16.75,3602843444,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rdn
RAS,RAIT Financial Trust,2.27,210410256.6,n/a,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ras
RAS^A,RAIT Financial Trust,20.1899,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^a
RAS^B,RAIT Financial Trust,22.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^b
RAS^C,RAIT Financial Trust,23.6504,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^c
RFT,RAIT Financial Trust,22.95,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rft
RFTA,RAIT Financial Trust,24.83,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rfta
RL,Ralph Lauren Corporation,76.4,6281044856,n/a,1997,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/rl
RPT,Ramco-Gershenson Properties Trust,12.91,1024323668,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpt
RPT^D,Ramco-Gershenson Properties Trust,51.57,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpt^d
RRC,Range Resources Corporation,25.61,6340788146,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rrc
RJF,"Raymond James Financial, Inc.",74.41,10691676376,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjf
RYAM,Rayonier Advanced Materials Inc.,12.79,552799749.1,n/a,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ryam
RYAM^A,Rayonier Advanced Materials Inc.,101.5696,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ryam^a
RYN,Rayonier Inc.,27.44,3535031182,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ryn
RTN,Raytheon Company,158.5,46135229000,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtn
RMAX,"RE/MAX Holdings, Inc.",55.25,977758808,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/rmax
RLGY,Realogy Holdings Corp.,30.76,4244691318,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,54.73,14944534175,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/o
RHT,"Red Hat, Inc.",88.25,15688807277,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht
RLH,Red Lion Hotels Corporation,6.55,154089555.7,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rlh
RWT,"Redwood Trust, Inc.",16.47,1269701897,n/a,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rwt
RBC,Regal Beloit Corporation,78.1,3499511595,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/rbc
RGC,Regal Entertainment Group,21.3,3345077244,n/a,2002,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rgc
REG,Regency Centers Corporation,60.72,10312540347,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/reg
REG^G,Regency Centers Corporation,25.25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reg^g
RM,Regional Management Corp.,20.19,234620015,n/a,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,14.13,16985151278,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,26.0644,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,28.86,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^b
RGS,Regis Corporation,9.32,431595564.8,n/a,1991,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rgs
RGA,"Reinsurance Group of America, Incorporated",123.46,7949854098,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",29.51,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",27.72,0,n/a,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,72.14,5257723495,n/a,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/rs
RENX,RELX N.V.,20.05,40956456341,n/a,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/renx
RELX,RELX PLC,21.18,43264725452,n/a,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,136.91,5561566372,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rnr
RNR^C,RenaissanceRe Holdings Ltd.,25.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^c
RNR^E,RenaissanceRe Holdings Ltd.,25.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^e
SOL,Renesola Ltd.,2.78,56491181.82,n/a,2008,Technology,Semiconductors,http://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,6.15,418098949.4,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/renn
RSG,"Republic Services, Inc.",62.68,21190960768,n/a,1998,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/rsg
RMD,ResMed Inc.,68.36,9694763451,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rmd
REN           ,Resolute Energy Corporation,40.63,912117334.3,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ren
RFP,Resolute Forest Products Inc.,4.75,426836890.5,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/rfp
RSO,Resource Capital Corp.,9.37,294152531.8,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rso
RSO^A,Resource Capital Corp.,24.56,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^a
RSO^B,Resource Capital Corp.,24.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^b
RSO^C,Resource Capital Corp.,24.93,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^c
QSR,Restaurant Brands International Inc.,59.08,13919657129,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/qsr
RPAI,"Retail Properties of America, Inc.",12.73,3015587066,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpai
RPAI^A,"Retail Properties of America, Inc.",26.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpai^a
REVG,"REV Group, Inc.",25.84,1646597023,n/a,2017,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/revg
REV,"Revlon, Inc.",19.9,1046234500,n/a,1996,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rev
REX,REX American Resources Corporation,101.96,668722910.8,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",25.37,1692267491,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",24.7179,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexr^a
RXN,Rexnord Corporation,22.98,2376751817,n/a,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn
RXN^A,Rexnord Corporation,53.6,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxn^a
RAI,Reynolds American Inc,65.54,93506701793,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/rai
RH,RH,57.04,2047873980,n/a,2012,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/rh
RICE,Rice Energy Inc.,22.67,4648721920,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rice
RMP,Rice Midstream Partners LP,25.04,2560909810,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/rmp
RIC,"Richmont Mines, Inc.",7.25,462013674,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
RNG,"Ringcentral, Inc.",32.25,2424108628,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,38.69,69979297408,n/a,2002,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,30.96,3311325283,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,3.96,4172509147,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/rad
RIV,"RiverNorth Opportunities Fund, Inc.",19.81,74389620.55,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/riv
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",18.85,207609885,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,54.69,2404714050,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,19.62,2445988789,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rlj
RRTS,"Roadrunner Transportation Systems, Inc",6.23,238861981.6,n/a,2010,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rrts
RHI,Robert Half International Inc.,47.26,6010501847,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",155.7,20059672403,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok
COL,"Rockwell Collins, Inc.",103.31,16775835563,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col
RCI,"Rogers Communication, Inc.",45.74,18405690603,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,106.78,1935575006,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",40.61,8853344475,n/a,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",221.48,22598040716,n/a,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,12.08,268153350,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rst
RDC,Rowan Companies plc,13.19,1663240758,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rdc
RY,Royal Bank Of Canada,67.45,98636480331,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ry
RY^S,Royal Bank Of Canada,25.5099,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^s
RY^T,Royal Bank Of Canada,29.88,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),6.72,39695040000,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs
RBS^F,Royal Bank Scotland plc (The),26.52,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^f
RBS^H,Royal Bank Scotland plc (The),26.08,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^h
RBS^L,Royal Bank Scotland plc (The),25.311,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^l
RBS^S,Royal Bank Scotland plc (The),25.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^s
RCL,Royal Caribbean Cruises Ltd.,107.57,23135617535,n/a,1993,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.b
RGT,"Royce Global Value Trust, Inc.",9.235,96186412.94,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",8.65,326799854.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",14.41,1178621625,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",18.05,3930927899,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,51.95,6939140572,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/rpm
RSPP,"RSP Permian, Inc.",40.37,6402284517,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rspp
RT,"Ruby Tuesday, Inc.",2.53,153227259,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rt
RTEC,"Rudolph Technologies, Inc.",24.3,763980093,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec
R,"Ryder System, Inc.",65.34,3499623403,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,8.95,332732906,n/a,2014,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",61.64,3151726552,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,136.7,35241260000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,37.6,548183372,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",2.18,216425418.7,n/a,2008,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sb
SB^B,"Safe Bulkers, Inc",25.929,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^b
SB^C,"Safe Bulkers, Inc",19.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",19.1448,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",11.7,238200475.5,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/sfe
CRM,Salesforce.com Inc,89.04,63337572204,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,13.19,233759102.3,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",20.08,2759723394,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,7.61,354692937.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,6.92,566757771,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sn
